timestamp,source_ip,destination_ip,attack_type,is_attack,Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Fwd IAT Mean,Bwd IAT Mean
2025-10-31 09:45:30.530262,192.168.1.31,10.0.0.9,DDoS,True,80,72183061,8,6,56,11607,161.5753037,0.193951321,5552543.154,10200000.0,200473.0
2025-11-01 23:57:49.530262,192.168.1.4,10.0.0.1,BENIGN,False,63364,100822901,7,9,11613,62,115.7971045,0.158694105,6721526.733,16800000.0,12500000.0
2025-11-02 03:13:01.530262,192.168.1.20,10.0.0.4,DDoS,True,80,6111760,5,0,30,0,4.908569708,0.818094951,1527940.0,1527940.0,0.0
2025-11-01 21:28:56.530262,192.168.1.16,10.0.0.7,DDoS,True,80,3241964,4,0,24,0,7.402919958,1.233819993,1080654.667,1080654.667,0.0
2025-11-02 12:12:17.530262,192.168.1.46,10.0.0.14,BENIGN,False,53,322355,2,2,62,118,558.3905942,12.40867987,107451.6667,1.0,3.0
2025-10-31 15:26:31.530262,192.168.1.35,10.0.0.17,BENIGN,False,443,4,2,0,12,0,3000000.0,500000.0,4.0,4.0,0.0
2025-11-01 01:39:55.530262,192.168.1.32,10.0.0.11,DDoS,True,80,570359,3,5,26,11607,20395.92607,14.02625364,81479.85714,382.5,142578.0
2025-11-01 10:09:23.530262,192.168.1.6,10.0.0.14,DDoS,True,80,8388480,4,0,24,0,2.861066606,0.476844434,2796160.0,2796160.0,0.0
2025-11-01 20:00:46.530262,192.168.1.11,10.0.0.7,DDoS,True,80,151961,3,5,26,11607,76552.53651,52.64508657,21708.71429,437.0,37969.0
2025-10-31 23:47:31.530262,192.168.1.43,10.0.0.17,DDoS,True,80,10938692,4,0,24,0,2.194046601,0.365674433,3646230.667,3646230.667,0.0
2025-10-31 10:07:22.530262,192.168.1.34,10.0.0.5,BENIGN,False,53,228177,2,2,56,158,937.8684092,17.53025064,76059.0,3.0,4.0
2025-10-31 16:24:16.530262,192.168.1.8,10.0.0.3,DDoS,True,80,1364897,3,6,26,11607,8522.987449,6.593904155,170612.125,908.0,272963.0
2025-11-01 08:18:50.530262,192.168.1.10,10.0.0.2,BENIGN,False,52935,970400,6,2,11607,26,11987.84007,8.244023083,138628.5714,194080.0,50.0
2025-10-31 19:53:44.530262,192.168.1.36,10.0.0.1,DDoS,True,80,91279,3,6,26,11607,127444.4286,98.59880148,11409.875,316.5,18239.6
2025-10-31 19:23:17.530262,192.168.1.44,10.0.0.6,DDoS,True,80,4053902,6,0,36,0,8.880333072,1.480055512,810780.4,810780.4,0.0
2025-10-31 17:27:47.530262,192.168.1.42,10.0.0.7,DDoS,True,80,1806400,3,6,26,11607,6439.880425,4.982285208,225800.0,331.0,361269.6
2025-11-01 23:43:03.530262,192.168.1.29,10.0.0.4,BENIGN,False,62528,100827490,5,10,11607,68,115.7918342,0.148768952,7201963.571,25200000.0,11100000.0
2025-10-31 08:05:27.530262,192.168.1.49,10.0.0.13,BENIGN,False,53744,71062209,7,10,11607,68,164.2926693,0.239227013,4441388.063,11800000.0,7827446.889
2025-10-31 15:22:21.530262,192.168.1.16,10.0.0.8,BENIGN,False,53,72895,2,2,60,168,3127.786542,54.87344811,24298.33333,1.0,4.0
2025-10-31 10:07:24.530262,192.168.1.5,10.0.0.9,BENIGN,False,53,61468,2,2,62,190,4099.69415,65.07451031,20489.33333,4.0,3.0
2025-10-31 03:58:40.530262,192.168.1.26,10.0.0.11,BENIGN,False,53,144,2,2,70,168,1652777.778,27777.77778,48.0,1.0,1.0
2025-10-31 11:53:47.530262,192.168.1.41,10.0.0.12,DDoS,True,80,159593,3,6,26,11601,72854.07255,56.39345084,19949.125,13834.0,31892.8
2025-11-01 19:43:53.530262,192.168.1.11,10.0.0.16,DDoS,True,80,100037342,9,6,62,11601,116.5864643,0.149944008,7145524.429,12400000.0,156792.6
2025-11-01 03:53:51.530262,192.168.1.20,10.0.0.4,BENIGN,False,64352,1828699,1,6,1375,30,768.3057737,3.827857947,304783.1667,0.0,350064.2
2025-11-01 09:44:55.530262,192.168.1.42,10.0.0.19,DDoS,True,80,91573897,8,4,56,11601,127.2961005,0.131041709,8324899.727,12900000.0,309555.3333
2025-11-01 21:36:33.530262,192.168.1.11,10.0.0.12,DDoS,True,80,100094555,9,4,62,11601,116.5198247,0.129877195,8341212.917,12400000.0,281056.6667
2025-11-01 05:34:44.530262,192.168.1.37,10.0.0.15,DDoS,True,80,1149036,2,6,20,11607,10118.91707,6.962358011,164148.0,1383.0,229797.8
2025-11-01 16:11:34.530262,192.168.1.43,10.0.0.18,DDoS,True,80,2059941,5,0,30,0,14.56352391,2.427253984,514985.25,514985.25,0.0
2025-10-31 16:32:22.530262,192.168.1.2,10.0.0.17,DDoS,True,80,60688,3,6,26,11607,191685.3414,148.2994991,7586.0,400.0,12134.4
2025-11-01 23:22:08.530262,192.168.1.40,10.0.0.15,BENIGN,False,53,264,2,2,76,242,1204545.455,15151.51515,88.0,1.0,49.0
2025-11-01 13:12:12.530262,192.168.1.37,10.0.0.12,BENIGN,False,123,94165,1,1,48,48,1019.487071,21.23931397,94165.0,0.0,0.0
2025-10-31 00:32:50.530262,192.168.1.11,10.0.0.14,BENIGN,False,53,533,1,1,60,118,333958.7242,3752.345216,533.0,0.0,0.0
2025-10-31 12:17:10.530262,192.168.1.7,10.0.0.12,DDoS,True,80,73859145,9,6,62,11607,157.9899145,0.203089272,5275653.214,9041526.75,305549.6
2025-11-01 08:06:11.530262,192.168.1.45,10.0.0.15,BENIGN,False,80,433627,3,4,586,942,3523.765817,16.14290623,72271.16667,107901.0,72663.66667
2025-10-31 06:28:30.530262,192.168.1.27,10.0.0.9,DDoS,True,80,910341,3,5,26,11607,12778.72797,8.787915737,130048.7143,1023.0,227572.5
2025-11-02 12:26:17.530262,192.168.1.4,10.0.0.10,BENIGN,False,57001,111,1,1,6,6,108108.1081,18018.01802,111.0,0.0,0.0
2025-11-01 19:41:20.530262,192.168.1.38,10.0.0.17,DDoS,True,80,1756298,3,5,26,11601,6620.174936,4.555035649,250899.7143,2090.5,439059.0
2025-11-01 06:56:02.530262,192.168.1.15,10.0.0.18,DDoS,True,80,1599024,3,4,26,11601,7271.310499,4.377670379,266504.0,4486.5,532918.6667
2025-10-31 09:38:14.530262,192.168.1.5,10.0.0.2,DDoS,True,80,1018088,3,4,26,11601,11420.42731,6.875633541,169681.3333,6786.5,339314.6667
2025-10-31 16:05:04.530262,192.168.1.35,10.0.0.14,DDoS,True,80,1421300,3,6,26,11607,8184.760431,6.332231056,177662.5,375.0,284257.6
2025-11-02 00:35:04.530262,192.168.1.34,10.0.0.1,DDoS,True,80,7310808,5,0,30,0,4.103513592,0.683918932,1827702.0,1827702.0,0.0
2025-11-01 15:06:18.530262,192.168.1.10,10.0.0.4,DDoS,True,80,973710,3,6,26,11607,11947.08897,9.242998429,121713.75,466.5,194721.2
2025-11-01 08:17:00.530262,192.168.1.26,10.0.0.6,BENIGN,False,28968,10161180,1,6,1375,30,138.2713425,0.688896368,1693530.0,0.0,2029145.4
2025-10-31 05:58:31.530262,192.168.1.16,10.0.0.17,DDoS,True,80,2638091,4,0,24,0,9.097487539,1.516247923,879363.6667,879363.6667,0.0
2025-10-31 16:55:25.530262,192.168.1.2,10.0.0.16,DDoS,True,80,11877006,5,0,30,0,2.5258891,0.420981517,2969251.5,2969251.5,0.0
2025-10-31 03:18:13.530262,192.168.1.36,10.0.0.5,BENIGN,False,53,47876,2,2,90,354,9273.957724,83.54916869,15958.66667,46.0,3.0
2025-10-31 14:48:06.530262,192.168.1.13,10.0.0.18,DDoS,True,80,38626,3,7,26,11601,301014.8605,258.8929736,4291.777778,18488.5,6427.0
2025-11-02 03:11:21.530262,192.168.1.15,10.0.0.13,DDoS,True,80,7821801,5,0,30,0,3.835433809,0.639238968,1955450.25,1955450.25,0.0
2025-10-31 19:54:34.530262,192.168.1.49,10.0.0.8,DDoS,True,80,1794056,3,4,26,11607,6484.190014,3.901773412,299009.3333,1049.5,597997.6667
2025-11-02 13:27:15.530262,192.168.1.28,10.0.0.14,BENIGN,False,61284,132,1,1,6,6,90909.09091,15151.51515,132.0,0.0,0.0
2025-10-31 20:01:45.530262,192.168.1.32,10.0.0.4,DDoS,True,80,1857629,3,6,26,11607,6262.283804,4.844885604,232203.625,244.0,371516.0
2025-11-01 13:22:32.530262,192.168.1.29,10.0.0.2,BENIGN,False,31958,11151548,1,5,6,30,3.22825136,0.538041893,2230309.6,0.0,2785934.0
2025-11-01 09:44:28.530262,192.168.1.24,10.0.0.18,DDoS,True,80,442246,3,6,26,11601,26290.79743,20.35066456,55280.75,11500.0,88405.2
2025-11-01 08:07:25.530262,192.168.1.18,10.0.0.1,BENIGN,False,443,5668950,9,6,384,4816,917.27745,2.645992644,404925.0,708618.75,20240.2
2025-11-01 16:55:23.530262,192.168.1.46,10.0.0.4,DDoS,True,80,97772450,8,6,56,11607,119.2871816,0.14318962,7520957.692,13900000.0,79379.0
2025-10-31 22:11:08.530262,192.168.1.36,10.0.0.15,DDoS,True,80,129588,3,6,26,11607,89769.11442,69.45087508,16198.5,345.0,25908.8
2025-11-01 14:07:47.530262,192.168.1.32,10.0.0.7,DDoS,True,80,247216,3,6,26,11601,47031.74552,36.40541065,30902.0,17790.0,49431.4
2025-10-31 03:05:22.530262,192.168.1.28,10.0.0.17,BENIGN,False,80,5934163,53,68,660,132832,22495.50611,20.39040721,49451.35833,18005.88462,85804.74627
2025-11-01 09:20:10.530262,192.168.1.31,10.0.0.19,DDoS,True,80,89432937,8,6,56,11607,130.4105667,0.156541879,6879456.692,12600000.0,262970.0
2025-10-31 18:29:03.530262,192.168.1.47,10.0.0.2,BENIGN,False,60245,79442835,7,9,11607,62,146.8854932,0.201402682,5296189.0,13200000.0,9791629.0
2025-11-01 09:09:20.530262,192.168.1.28,10.0.0.9,DDoS,True,80,1634401,3,6,26,11607,7117.592317,5.50660456,204300.125,356.0,326870.6
2025-10-31 16:14:49.530262,192.168.1.18,10.0.0.19,DDoS,True,80,1190979,3,6,26,11607,9767.594559,7.556808306,148872.375,801.5,238185.8
2025-10-31 00:02:46.530262,192.168.1.1,10.0.0.3,BENIGN,False,53,238,2,2,60,264,1361344.538,16806.72269,79.33333333,47.0,4.0
2025-10-31 17:52:14.530262,192.168.1.30,10.0.0.17,DDoS,True,80,217254,3,4,26,11607,53545.61941,32.22035037,36209.0,1221.5,72395.66667
2025-11-01 11:30:58.530262,192.168.1.20,10.0.0.11,DDoS,True,80,90937764,8,4,56,11607,128.2525486,0.13195838,8267069.455,12900000.0,306566.3333
2025-11-01 20:42:02.530262,192.168.1.31,10.0.0.8,BENIGN,False,58226,5955053,1,5,6,30,6.045286247,1.007547708,1191010.6,0.0,1482726.25
2025-10-31 20:24:09.530262,192.168.1.27,10.0.0.5,DDoS,True,80,1066485,3,6,26,11607,10907.79523,8.438937257,133310.625,436.5,213286.4
2025-10-31 23:07:28.530262,192.168.1.35,10.0.0.10,BENIGN,False,62849,80903328,7,9,11613,62,144.3080314,0.197766895,5393555.2,13500000.0,10100000.0
2025-10-31 21:52:19.530262,192.168.1.38,10.0.0.19,DDoS,True,80,6030869,5,0,30,0,4.974407502,0.829067917,1507717.25,1507717.25,0.0
2025-11-01 07:37:45.530262,192.168.1.49,10.0.0.7,DDoS,True,80,22046363,4,0,24,0,1.088614934,0.181435822,7348787.667,7348787.667,0.0
2025-11-01 04:49:15.530262,192.168.1.33,10.0.0.18,DDoS,True,80,83931292,8,6,56,11607,138.9588999,0.166803104,6456253.231,12000000.0,5275.6
2025-11-01 01:38:53.530262,192.168.1.34,10.0.0.18,DDoS,True,80,82140743,8,5,56,11601,141.9149569,0.158264943,6845061.917,11600000.0,280473.25
2025-11-01 08:13:41.530262,192.168.1.8,10.0.0.6,BENIGN,False,50316,4958524,1,6,6,36,8.470262522,1.41171042,826420.6667,0.0,990171.8
2025-10-31 22:04:38.530262,192.168.1.33,10.0.0.11,DDoS,True,80,76433,3,6,26,11601,152120.1575,117.7501864,9554.125,9005.5,15265.4
2025-10-31 13:30:34.530262,192.168.1.32,10.0.0.10,DDoS,True,80,39971,3,5,26,11601,290885.8923,200.1451052,5710.142857,3998.5,9977.75
2025-10-31 11:58:33.530262,192.168.1.16,10.0.0.6,DDoS,True,80,639038,3,6,26,11607,18203.92528,14.08366952,79879.75,219.5,127792.2
2025-11-01 07:00:36.530262,192.168.1.11,10.0.0.3,DDoS,True,80,892215,3,5,26,11607,13038.33717,8.96644867,127459.2857,326.0,223041.5
2025-11-01 05:42:52.530262,192.168.1.9,10.0.0.18,BENIGN,False,64654,1955400,1,6,6,36,21.47898128,3.579830214,325900.0,0.0,387990.2
2025-11-02 09:31:45.530262,192.168.1.48,10.0.0.10,BENIGN,False,443,8998502,3,0,0,0,0.0,0.333388824,4499251.0,4499251.0,0.0
2025-10-31 09:20:33.530262,192.168.1.25,10.0.0.11,DDoS,True,80,567265,3,4,26,11607,20507.17037,12.33991168,94544.16667,399.0,189086.3333
2025-10-31 07:43:14.530262,192.168.1.15,10.0.0.3,BENIGN,False,50202,6044666,1,6,6,36,6.948274727,1.158045788,1007444.333,0.0,1204982.4
2025-11-02 06:53:03.530262,192.168.1.19,10.0.0.4,BENIGN,False,53718,3,2,0,0,0,0.0,666666.6667,3.0,3.0,0.0
2025-10-31 18:54:26.530262,192.168.1.45,10.0.0.12,DDoS,True,80,1854278,3,4,26,11607,6273.60083,3.775054226,309046.3333,419.5,618087.3333
2025-10-31 04:28:37.530262,192.168.1.1,10.0.0.17,DDoS,True,80,711001,5,0,30,0,42.19403348,7.032338914,177750.25,177750.25,0.0
2025-10-31 15:54:17.530262,192.168.1.11,10.0.0.1,BENIGN,False,56462,9507104,1,5,6,30,3.786642073,0.631107012,1901420.8,0.0,2376441.5
2025-10-31 03:01:57.530262,192.168.1.32,10.0.0.1,BENIGN,False,53,60678,2,2,84,310,6493.292462,65.92175088,20226.0,3.0,1.0
2025-10-31 15:05:17.530262,192.168.1.21,10.0.0.7,DDoS,True,80,25379,3,5,26,11601,458134.6783,315.2212459,3625.571429,1746.5,6325.5
2025-10-31 09:28:59.530262,192.168.1.22,10.0.0.16,DDoS,True,80,71678729,8,4,56,11607,162.7121485,0.167413683,6516248.091,10200000.0,47445.33333
2025-10-31 23:31:23.530262,192.168.1.17,10.0.0.11,DDoS,True,80,1764437,3,4,26,11607,6593.037893,3.967271147,294072.8333,679.0,588141.6667
2025-11-02 13:24:11.530262,192.168.1.48,10.0.0.15,BENIGN,False,8080,8991866,3,0,0,0,0.0,0.333634865,4495933.0,4495933.0,0.0
2025-11-02 11:53:18.530262,192.168.1.16,10.0.0.10,BENIGN,False,53,92827177,2,2,110,270,4.093628744,0.043090829,30900000.0,92800000.0,92800000.0
2025-11-02 01:57:53.530262,192.168.1.23,10.0.0.1,DDoS,True,80,213678,3,5,26,11601,54413.65045,37.43951179,30525.42857,7503.5,53401.0
2025-10-31 18:27:58.530262,192.168.1.49,10.0.0.11,BENIGN,False,21748,8444164,1,5,6,30,4.263299481,0.710549914,1688832.8,0.0,2110376.75
2025-11-02 04:29:34.530262,192.168.1.1,10.0.0.19,DDoS,True,80,1338462,3,5,26,11601,8686.836085,5.977009433,191208.8571,6496.0,334565.5
2025-11-01 04:32:05.530262,192.168.1.4,10.0.0.7,DDoS,True,80,82245781,9,6,62,11601,141.806666,0.182380176,5874698.643,10200000.0,106599.2
2025-10-31 10:20:08.530262,192.168.1.40,10.0.0.19,BENIGN,False,53,556,1,1,51,112,293165.4676,3597.122302,556.0,0.0,0.0
2025-10-31 03:28:37.530262,192.168.1.14,10.0.0.2,BENIGN,False,443,5137045,7,7,352,5200,1080.776984,2.725302192,395157.3077,44069.5,850602.8333
2025-10-31 18:28:19.530262,192.168.1.18,10.0.0.8,BENIGN,False,58023,9862341,1,5,6,30,3.650248962,0.608374827,1972468.2,0.0,2462943.5
2025-10-31 09:12:00.530262,192.168.1.32,10.0.0.7,DDoS,True,80,10675700,4,0,24,0,2.248096144,0.374682691,3558566.667,3558566.667,0.0
2025-10-31 06:46:48.530262,192.168.1.19,10.0.0.16,DDoS,True,80,72114358,8,5,56,11607,161.7292357,0.180269233,6009529.833,10300000.0,23805.75
2025-11-02 03:41:16.530262,192.168.1.1,10.0.0.19,DDoS,True,80,815715,3,4,26,11601,14253.75284,8.581428563,135952.5,16001.0,271861.6667
2025-11-01 20:18:57.530262,192.168.1.30,10.0.0.15,DDoS,True,80,85249,3,8,26,11601,136388.6966,129.0337717,8524.9,4151.5,12165.28571
2025-11-02 08:54:57.530262,192.168.1.9,10.0.0.8,BENIGN,False,80,1822196,6,6,1260,2302,1954.784227,6.58546062,165654.1818,205433.0,343691.2
2025-10-31 04:48:47.530262,192.168.1.31,10.0.0.12,BENIGN,False,443,116408964,21,17,785,4671,46.86924282,0.326435342,3146188.216,5820448.2,6959430.0
2025-11-01 23:03:37.530262,192.168.1.32,10.0.0.6,BENIGN,False,53,205,2,2,64,204,1307317.073,19512.19512,68.33333333,3.0,48.0
2025-11-02 03:39:53.530262,192.168.1.35,10.0.0.17,DDoS,True,80,1168012,5,0,30,0,25.68466762,4.280777937,292003.0,292003.0,0.0
2025-11-02 10:39:19.530262,192.168.1.49,10.0.0.16,BENIGN,False,10463,49,2,0,12,0,244897.9592,40816.32653,49.0,49.0,0.0
2025-11-01 04:56:31.530262,192.168.1.36,10.0.0.2,DDoS,True,80,239336,5,0,30,0,125.3467928,20.89113213,59834.0,59834.0,0.0
2025-11-01 05:41:13.530262,192.168.1.28,10.0.0.16,BENIGN,False,53,23332,1,1,60,92,6514.65798,85.71918395,23332.0,0.0,0.0
2025-11-02 12:32:52.530262,192.168.1.38,10.0.0.13,BENIGN,False,53,23461,1,1,38,102,5967.35007,85.24785815,23461.0,0.0,0.0
2025-10-31 01:03:05.530262,192.168.1.13,10.0.0.4,BENIGN,False,443,5512238,10,7,405,3205,654.9064101,3.084046806,344514.875,612470.8889,70836.66667
2025-10-31 10:04:10.530262,192.168.1.12,10.0.0.12,BENIGN,False,80,30075145,6,5,792,336,37.50605359,0.365750523,3007514.5,4055590.0,7509823.75
2025-10-31 03:06:52.530262,192.168.1.39,10.0.0.10,BENIGN,False,53,428343,1,1,44,80,289.4876302,4.669155326,428343.0,0.0,0.0
2025-11-01 20:04:38.530262,192.168.1.22,10.0.0.18,DDoS,True,80,1858258,3,4,26,11601,6256.935259,3.766968849,309709.6667,1724.5,619383.0
2025-10-31 15:18:43.530262,192.168.1.17,10.0.0.12,BENIGN,False,80,116826438,25,19,2622,4476,60.75679548,0.376627078,2716893.907,4866254.083,6488329.444
2025-11-02 07:24:10.530262,192.168.1.45,10.0.0.12,BENIGN,False,53,154,2,2,76,164,1558441.558,25974.02597,51.33333333,4.0,3.0
2025-10-31 21:48:36.530262,192.168.1.1,10.0.0.4,DDoS,True,80,2166008,5,0,30,0,13.85036436,2.308394059,541502.0,541502.0,0.0
2025-11-01 23:26:36.530262,192.168.1.27,10.0.0.5,BENIGN,False,443,5258300,9,6,321,4835,980.5450431,2.85263298,375592.8571,657287.5,88372.8
2025-10-31 20:14:31.530262,192.168.1.25,10.0.0.15,DDoS,True,80,1822248,3,6,26,11601,6380.58047,4.938954522,227781.0,12893.5,364447.4
2025-10-31 23:30:02.530262,192.168.1.30,10.0.0.3,DDoS,True,80,5108893,5,0,30,0,5.872113587,0.978685598,1277223.25,1277223.25,0.0
2025-11-01 05:19:28.530262,192.168.1.27,10.0.0.9,DDoS,True,80,9991572,5,0,30,0,3.002530533,0.500421755,2497893.0,2497893.0,0.0
2025-10-31 19:13:40.530262,192.168.1.10,10.0.0.19,DDoS,True,80,5146883,5,0,30,0,5.828770539,0.971461757,1286720.75,1286720.75,0.0
2025-10-31 15:08:23.530262,192.168.1.46,10.0.0.12,DDoS,True,80,44065,3,5,26,11601,263860.2065,181.549983,6295.0,2256.5,11001.75
2025-11-02 12:47:22.530262,192.168.1.32,10.0.0.6,BENIGN,False,53,191,2,2,84,204,1507853.403,20942.40838,63.66666667,47.0,3.0
2025-10-31 20:28:09.530262,192.168.1.48,10.0.0.19,DDoS,True,80,812535,3,5,26,11601,14309.53744,9.845729722,116076.4286,2509.5,203120.25
2025-11-01 09:27:20.530262,192.168.1.32,10.0.0.18,DDoS,True,80,747999,3,5,26,11601,15544.13843,10.69520146,106857.0,5710.0,186976.25
2025-11-02 11:24:29.530262,192.168.1.24,10.0.0.19,BENIGN,False,53,298693,1,1,48,64,374.9669393,6.695838202,298693.0,0.0,0.0
2025-10-31 13:46:10.530262,192.168.1.10,10.0.0.12,DDoS,True,80,5580815,5,0,30,0,5.375558946,0.895926491,1395203.75,1395203.75,0.0
2025-11-02 04:06:46.530262,192.168.1.5,10.0.0.2,DDoS,True,80,3148937,5,0,30,0,9.527024517,1.587837419,787234.25,787234.25,0.0
2025-11-01 05:30:53.530262,192.168.1.13,10.0.0.6,DDoS,True,80,11535671,4,0,24,0,2.080503163,0.346750527,3845223.667,3845223.667,0.0
2025-11-01 16:41:25.530262,192.168.1.34,10.0.0.1,DDoS,True,80,97873882,8,4,56,11607,119.1635579,0.122606764,8897625.636,13900000.0,94139.66667
2025-10-31 02:28:01.530262,192.168.1.22,10.0.0.6,BENIGN,False,53,238,2,2,82,366,1882352.941,16806.72269,79.33333333,1.0,3.0
2025-10-31 11:27:52.530262,192.168.1.9,10.0.0.12,DDoS,True,80,3405947,4,0,24,0,7.046498375,1.174416396,1135315.667,1135315.667,0.0
2025-11-01 19:38:21.530262,192.168.1.8,10.0.0.14,DDoS,True,80,27182,3,6,26,11601,427746.3027,331.1014642,3397.75,11514.0,5424.4
2025-10-31 07:37:04.530262,192.168.1.44,10.0.0.17,BENIGN,False,53,103045095,6,4,174,322,4.813426588,0.097044891,11400000.0,20600000.0,34300000.0
2025-11-02 00:24:15.530262,192.168.1.15,10.0.0.3,DDoS,True,80,5793874,4,0,24,0,4.142306167,0.690384361,1931291.333,1931291.333,0.0
2025-10-31 08:29:21.530262,192.168.1.39,10.0.0.11,DDoS,True,80,1012341,3,5,26,11607,11491.18726,7.902475549,144620.1429,368.5,253070.0
2025-10-31 02:51:38.530262,192.168.1.37,10.0.0.13,BENIGN,False,53,171,2,2,86,118,1192982.456,23391.81287,57.0,4.0,48.0
2025-11-02 05:51:57.530262,192.168.1.42,10.0.0.19,BENIGN,False,53,46568,1,1,42,233,5905.342725,42.94794709,46568.0,0.0,0.0
2025-10-31 12:02:51.530262,192.168.1.21,10.0.0.6,DDoS,True,80,73548862,8,5,56,11607,158.5748533,0.176753245,6129071.833,10500000.0,42853.25
2025-11-02 09:11:58.530262,192.168.1.37,10.0.0.16,BENIGN,False,53,202573,1,1,49,146,962.6159459,9.87298406,202573.0,0.0,0.0
2025-11-01 12:09:48.530262,192.168.1.26,10.0.0.17,DDoS,True,80,92354276,8,6,56,11607,126.2854359,0.151590166,7104175.077,13000000.0,270651.4
2025-10-31 18:43:35.530262,192.168.1.7,10.0.0.3,DDoS,True,80,8064762,4,0,24,0,2.97590927,0.495984878,2688254.0,2688254.0,0.0
2025-10-31 09:30:51.530262,192.168.1.1,10.0.0.14,DDoS,True,80,1812638,3,7,26,11601,6414.408172,5.51682134,201404.2222,1892.0,302104.3333
2025-10-31 02:46:47.530262,192.168.1.49,10.0.0.19,BENIGN,False,55996,5418,2,1,12,6,3322.259136,553.709856,2709.0,5418.0,0.0
2025-11-01 18:57:39.530262,192.168.1.45,10.0.0.5,DDoS,True,80,2169960,4,0,24,0,11.06011171,1.843351951,723320.0,723320.0,0.0
2025-11-02 13:22:39.530262,192.168.1.44,10.0.0.16,BENIGN,False,53,23819,1,1,42,170,8900.457618,83.9665813,23819.0,0.0,0.0
2025-11-02 07:34:12.530262,192.168.1.14,10.0.0.12,BENIGN,False,10007,402,3,0,43,0,106965.1741,7462.686567,201.0,201.0,0.0
2025-11-01 08:43:32.530262,192.168.1.30,10.0.0.11,DDoS,True,80,6011860,5,0,30,0,4.990136164,0.831689361,1502965.0,1502965.0,0.0
2025-11-01 00:04:20.530262,192.168.1.5,10.0.0.5,DDoS,True,80,9941715,5,0,30,0,3.017588012,0.502931335,2485428.75,2485428.75,0.0
2025-11-01 02:35:57.530262,192.168.1.48,10.0.0.8,DDoS,True,80,8749059,8,4,56,11601,1332.371859,1.371576075,795369.0,1249400.429,5093.333333
2025-10-31 18:53:40.530262,192.168.1.9,10.0.0.17,DDoS,True,80,17411,3,6,26,11601,667796.2208,516.9145942,2176.375,8030.0,3452.0
2025-11-01 01:07:25.530262,192.168.1.39,10.0.0.14,BENIGN,False,53,305,2,2,66,164,754098.3607,13114.7541,101.6666667,1.0,1.0
2025-11-01 02:12:46.530262,192.168.1.31,10.0.0.14,DDoS,True,80,125747,3,4,26,11607,92511.15335,55.66733202,20957.83333,327.5,41899.66667
2025-10-31 14:25:35.530262,192.168.1.29,10.0.0.6,DDoS,True,80,4144941,4,0,24,0,5.790190982,0.96503183,1381647.0,1381647.0,0.0
2025-11-02 07:58:44.530262,192.168.1.17,10.0.0.11,BENIGN,False,56535,248,2,0,12,0,48387.09677,8064.516129,248.0,248.0,0.0
2025-11-01 17:32:12.530262,192.168.1.21,10.0.0.12,DDoS,True,80,1283022,3,4,26,11607,9066.874925,5.455869034,213837.0,351.5,427669.0
2025-11-02 05:47:57.530262,192.168.1.6,10.0.0.2,BENIGN,False,53,250905,2,2,76,222,1187.700524,15.94228891,83635.0,4.0,4.0
2025-11-01 17:49:45.530262,192.168.1.21,10.0.0.5,DDoS,True,80,1628802,3,4,26,11601,7138.375321,4.297637159,271467.0,3754.5,542915.3333
2025-11-02 00:27:01.530262,192.168.1.44,10.0.0.5,DDoS,True,80,9266772,5,0,30,0,3.237373273,0.539562212,2316693.0,2316693.0,0.0
2025-10-31 06:05:59.530262,192.168.1.32,10.0.0.2,DDoS,True,80,4196056,5,0,30,0,7.14957093,1.191595155,1049014.0,1049014.0,0.0
2025-11-01 06:29:00.530262,192.168.1.8,10.0.0.1,DDoS,True,80,9217470,8,6,56,11601,1264.663731,1.518854957,709036.1538,1227847.429,129319.0
2025-10-31 20:06:49.530262,192.168.1.25,10.0.0.4,DDoS,True,80,80344821,8,5,56,11607,145.1618145,0.161802588,6695401.75,11400000.0,55539.5
2025-10-31 20:01:05.530262,192.168.1.1,10.0.0.6,DDoS,True,80,80408313,8,6,56,11607,145.0471918,0.174111351,6185254.846,11500000.0,25840.8
2025-11-01 03:14:36.530262,192.168.1.24,10.0.0.11,DDoS,True,80,1802098,3,5,26,11601,6451.924368,4.439270228,257442.5714,15006.5,450469.0
2025-11-01 09:45:04.530262,192.168.1.12,10.0.0.6,DDoS,True,80,1419913,3,4,26,11607,8192.755472,4.929879507,236652.1667,333.5,473289.0
2025-11-02 02:57:38.530262,192.168.1.20,10.0.0.19,DDoS,True,80,654994,5,0,30,0,45.80194628,7.633657713,163748.5,163748.5,0.0
2025-10-31 09:21:00.530262,192.168.1.3,10.0.0.15,DDoS,True,80,71344947,8,4,56,11601,163.3892867,0.168196915,6485904.273,10100000.0,194612.3333
2025-11-02 12:14:35.530262,192.168.1.22,10.0.0.11,BENIGN,False,53,48472,2,2,90,186,5694.008912,82.5218683,16157.33333,47.0,49.0
2025-10-31 04:49:24.530262,192.168.1.14,10.0.0.4,BENIGN,False,443,66569531,9,12,865,7126,120.0399023,0.315459636,3328476.55,8321191.375,6043903.727
2025-10-31 10:24:27.530262,192.168.1.16,10.0.0.13,BENIGN,False,16133,2774943,1,5,6,30,12.97323945,2.162206575,554988.6,0.0,691484.75
